age,ai_confidence,ai_prediction,ai_shown,big5_agreeableness,big5_conscientiousness,big5_extraversion,big5_neuroticism,big5_open_mindedness,big5_timestamp,confidence,created_at,current_phase,experience_level,facet_aesthetic_sensitivity,facet_anxiety,facet_assertiveness,facet_compassion,facet_creative_imagination,facet_depression,facet_emotional_volatility,facet_energy_level,facet_intellectual_curiosity,facet_organization,facet_productiveness,facet_respectfulness,facet_responsibility,facet_sociability,facet_trust,final_confidence,final_decision,gender,ground_truth_binary,ground_truth_raw,healthcare_qualification,initial_confidence,initial_decision,iq_completed_at,iq_score,iq_time_remaining,participant_id,phase1_completed_at,phase1_video_watched,phase2_completed_at,residence,reverted_decision,school,symptom1,symptom2,treatment_group,trial_duration,trial_end_time,trial_id,trial_image,trial_image_name,trial_original_image_name,trial_start_time,user_id
16,0.9974,1,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,3,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,3.815,1770286412035,trial_26,9271965R.png,47.png,9271965R.png,1770286408220,0-YLHX6
16,0.9948,1,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,3,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,3.104,1770286415466,trial_27,9113018R.png,2.png,9113018R.png,1770286412362,0-YLHX6
16,0.584,0,False,4,2.83,3.75,3.67,4.67,1770285756770,2,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,5.946,1770286421746,trial_28,9598675R.png,27.png,9598675R.png,1770286415800,0-YLHX6
16,0.329,0,False,4,2.83,3.75,3.67,4.67,1770285756770,4,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,5.719,1770286427803,trial_29,9043461R.png,9.png,9043461R.png,1770286422084,0-YLHX6
16,0.5639,0,False,4,2.83,3.75,3.67,4.67,1770285756770,4,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,0,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,30.031,1770286171778,trial_3,9100699L.png,48.png,9100699L.png,1770286141747,0-YLHX6
16,0.5749,1,False,4,2.83,3.75,3.67,4.67,1770285756770,6,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,2,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,8.116,1770286436259,trial_30,9797850R.png,32.png,9797850R.png,1770286428143,0-YLHX6
16,0.401,0,False,4,2.83,3.75,3.67,4.67,1770285756770,6,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,0,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,3.931,1770286440491,trial_31,9035779L.png,45.png,9035779L.png,1770286436560,0-YLHX6
16,0.9329,1,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,3,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,4.104,1770286444930,trial_32,9075939L.png,16.png,9075939L.png,1770286440826,0-YLHX6
16,0.4814,0,False,4,2.83,3.75,3.67,4.67,1770285756770,6,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,17.484,1770286462810,trial_33,9645608L.png,43.png,9645608L.png,1770286445326,0-YLHX6
16,0.0923,0,False,4,2.83,3.75,3.67,4.67,1770285756770,2,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,3,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,3.551,1770286466690,trial_34,9305336L.png,12.png,9305336L.png,1770286463139,0-YLHX6
16,0.8162,0,False,4,2.83,3.75,3.67,4.67,1770285756770,6,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,0,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,3.705,1770286470771,trial_35,9253225L.png,21.png,9253225L.png,1770286467066,0-YLHX6
16,0.6514,1,False,4,2.83,3.75,3.67,4.67,1770285756770,6,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,2,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,20.256,1770286491347,trial_36,9448315L.png,28.png,9448315L.png,1770286471091,0-YLHX6
16,0.5424,1,False,4,2.83,3.75,3.67,4.67,1770285756770,5,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,2,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,20.524,1770286512195,trial_37,9648224L.png,44.png,9648224L.png,1770286491671,0-YLHX6
16,0.0389,1,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,0,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,4.634,1770286517147,trial_38,9911788L.png,10.png,9911788L.png,1770286512513,0-YLHX6
16,0.6423,0,False,4,2.83,3.75,3.67,4.67,1770285756770,2,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,9.576,1770286527042,trial_39,9143031L.png,4.png,9143031L.png,1770286517466,0-YLHX6
16,0.9867,1,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,3,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,3.678,1770286175803,trial_4,9267247L.png,38.png,9267247L.png,1770286172125,0-YLHX6
16,0.9124,0,False,4,2.83,3.75,3.67,4.67,1770285756770,3,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,10.591,1770286537970,trial_40,9717450L.png,40.png,9717450L.png,1770286527379,0-YLHX6
16,0.9095,1,False,4,2.83,3.75,3.67,4.67,1770285756770,6,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,2,none,,0,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,5.991,1770286544322,trial_41,9534110L.png,49.png,9534110L.png,1770286538331,0-YLHX6
